Publication Number,Kind Code,Title,Assignee,Innography URL,First IP Classification,First CP Classification,First US Classification
US10990311,B2,"Multi-stream non-volatile storage system","Sandisk Technologies, Inc.",https://patentscout.innography.com/share/flNGeoYoohYB8TCNNHCw7w%3D%3D,G06F01202000,G06F0003064400,345543000
US8775731,B2,"Write spike performance enhancement in hybrid storage systems","Dell Products L.p.",https://patentscout.innography.com/share/aqAU7zp7VBQoLhx6aeP_7w%3D%3D,G06F01300000,G06F0003065800,711114000
US10466907,B2,"Method to efficiently store object data of an object storage service on a magnetic disk drive and magnetic smr disk drive","Kioxia Corporation",https://patentscout.innography.com/share/qwjZtHndGn-ee9DndW0r1w%3D%3D,G06F00306000,G06F0003061100,711004000
US9229653,B2,"Write spike performance enhancement in hybrid storage systems","Dell Products, Lp",https://patentscout.innography.com/share/keuCsAPymPTva7PE7eG9VQ%3D%3D,G06F00306000,G06F0003065800,711004000
US10387303,B2,"Non-volatile storage system with compute engine to accelerate big data applications","Sandisk Technologies, Inc.",https://patentscout.innography.com/share/2HR2zc9idqvCf51EVYfc8g%3D%3D,G06F01202000,G06F0003061000,345543000
CN114138193,A,"Data writing method, device and device of partition naming space solid hard disk","Zhengzhou Yunhai Information Technology Co., Ltd.",https://patentscout.innography.com/share/jN7bf7-TCVXjQbMPpJaYcQ%3D%3D,G06F00306000,G06F0003064400,711004000
US10073656,B2,"Systems and methods for storage virtualization","Sandisk Technologies, Inc.",https://patentscout.innography.com/share/Vpfy4ux0xMyEFq-YpfZkng%3D%3D,G06F00306000,G06F0003066500,711004000
CN110471628,A,"A can reduce data page of dispersed data storage method","Shenzhen Shichuangyi Electronic Co., Ltd.",https://patentscout.innography.com/share/cv4wNHW6UYDgVoOC5GjgXQ%3D%3D,G06F00306000,G06F0003061600,711004000
US11455124,B2,"Command prioritization to reduce latencies of zone commands","Sandisk Technologies, Inc.",https://patentscout.innography.com/share/LYDBZC-3gjg27scdCK27mQ%3D%3D,G06F00306000,G06F0003065900,711004000
US11803329,B2,"Methods and systems for processing write requests in a storage system","Netapp, Inc.",https://patentscout.innography.com/share/obJS3YQTzvGeniHUmbkzrg%3D%3D,G06F00306000,G06F0003061000,711004000
CN109407989,A,"A method and device of metadata writing","Zhengzhou Yunhai Information Technology Co., Ltd.",https://patentscout.innography.com/share/fCu77fQd1rzJkULk-fmrVQ%3D%3D,G06F00306000,G06F0003067900,711004000
US12086455,B2,"Data storage system with workload-based asymmetry compensation","Seagate Technology LLC",https://patentscout.innography.com/share/Fd28sQKUTSniwIA0Eyfbuw%3D%3D,G06F00306000,G06F0003065500,711004000
US20180113631,A1,"Enhancing flash translation layer to improve performance of databases and filesystems","Scaleflux, Inc.",https://patentscout.innography.com/share/1aHm1uq6xJlScrMx9Va3HQ%3D%3D,G06F00306000,G06F0003061300,711004000
US20160274792,A1,"Storage apparatus, method, and program","Cloud Byte LLC.",https://patentscout.innography.com/share/Wa7G1xC6jlxXe7MPwoULSQ%3D%3D,G06F00306000,G06F0003060500,711004000
US8559209,B2,"Array voltage regulating technique to enable data operations on large cross-point memory arrays with resistive memory elements","Unity Semiconductor Corporation",https://patentscout.innography.com/share/mYvcRGg5WXRVhq9BCeUZFw%3D%3D,G11C01100000,G06F0003062500,365148000
US20230051806,A1,"Reducing write amplification and over-provisioning using flash translation layer synchronization","Intel Corporation",https://patentscout.innography.com/share/Nt4-apF5nhGg-JNLSi8mYg%3D%3D,G06F00306000,G06F0003066500,711004000
US10620846,B2,"Enhancing flash translation layer to improve performance of databases and filesystems","Scaleflux, Inc.",https://patentscout.innography.com/share/BjZosES743lRP1hXFRL7mg%3D%3D,G06F00300000,G06F0003061300,708134000
CN117492637,A,"Data writing method and solid hard disk","Xfusion Digital Technologies Co., Limited",https://patentscout.innography.com/share/fzH8hi3fGpb_3bfWfNuSQQ%3D%3D,G06F00306000,G06F0003061100,711004000
US20230161500,A1,"Methods and systems for processing write requests in a storage system","Netapp, Inc.",https://patentscout.innography.com/share/gMpqqudHcwTnFFYNAxjB8g%3D%3D,G06F01202000,G06F0003061000,711004000
US9292206,B2,"Method and apparatus for optimizing the performance of a storage system","International Business Machines Corporation",https://patentscout.innography.com/share/H3IkuLjmnC8wQm96ys_DCQ%3D%3D,G06F01200000,G06F0003061600,710244000
US9792054,B2,"Method and apparatus for optimizing the performance of a storage system","International Business Machines Corporation",https://patentscout.innography.com/share/bn55L5rTo2AGXsCJutDGuQ%3D%3D,G06F01200000,G06F0003061600,710244000
US12008263,B2,"Garbage collection and data storage method and apparatus, and storage system","Huawei Technologies Co., Ltd.",https://patentscout.innography.com/share/d0Zhws43R37_uEHdA3L9Yg%3D%3D,G06F00306000,G06F0003061900,711004000
CN109710184,A,"Layered mixed storage method and system of tile recording disk","National University Of Defense Technology Of Pla",https://patentscout.innography.com/share/nhEbQmoEIwLGbM4GDW6etw%3D%3D,G06F00306000,G06F0003060000,711004000
CN109445681,A,"Of the data storing method, device and storing system","Huawei Technologies Co., Ltd.",https://patentscout.innography.com/share/fYruhgFwIQai3LUUQ_FWcQ%3D%3D,G06F00306000,G06F0003061900,711004000
CN119271142,A,"Partitioned naming space solid disc system framework based on dynamic region","Wuhan Polytechnic University Shenzhen Research Institute",https://patentscout.innography.com/share/GnWwFIk2hDMs9Esd40eMHQ%3D%3D,G06F00306000,G06F0003064400,711004000
CN105302478,B,"A data storage method and electronic device",,https://patentscout.innography.com/share/wbTijkau6c_j8ZzfkLsckA%3D%3D,G06F00306000,G06F0003061000,711004000
US20140156911,A1,"Host read command return reordering based on time estimation of flash read command completion","Western Digital Technologies, Inc.",https://patentscout.innography.com/share/kA3qOkZSq9YWL_iQKH0mgw%3D%3D,G06F01202000,G06F0003060500,711103000
US9032177,B2,"Host read command return reordering based on time estimation of flash read command completion","Western Digital Technologies, Inc.",https://patentscout.innography.com/share/8PCdjt0Q1ujK5JYz7eWJnA%3D%3D,G06F01300000,G06F0003060500,711167000
US20220357857,A1,"Resiliency scheme to enhance storage performance","Pure Storage, Inc.",https://patentscout.innography.com/share/6Y8gHKQXxBL2Lfg1ASHVLQ%3D%3D,G06F00306000,G06F0003061400,711004000
US12056365,B2,"Resiliency for a storage system","Pure Storage, Inc.",https://patentscout.innography.com/share/B7eyDQ55NkcOq42hxmYirQ%3D%3D,G06F01200000,G06F0003061400,710244000
CN108491162,A,"A method and device for improving performance of storage system","Shandong Chaoyue Cnc Electronics Co., Ltd.",https://patentscout.innography.com/share/micWA7PLR11rSIOD5mdUTQ%3D%3D,G06F00306000,G06F0003061400,711004000
CN119902713,A,"Solid hard disk encryption storage protection system","Shenzhen Hechuang Industrial Co., Ltd.",https://patentscout.innography.com/share/7JvtzF45q1mCScYOKJeKYg%3D%3D,G06F00306000,G06F0003060000,711004000
US9811273,B1,"System and method for reliable high-speed data transfer in multiple data rate nonvolatile memory","Cadence Design Systems, Inc.",https://patentscout.innography.com/share/E2Mne-LfHxTgIfAQttblmA%3D%3D,G11C02900000,G06F0003061900,365200000
US20120036313,A1,"Method for controlling memory card and method for controlling nonvolatile semiconductor memory","Kioxia Corporation",https://patentscout.innography.com/share/cJTF2vd-o_dzCzr2AJIKkw%3D%3D,G06F01200000,G06F0003064300,711103000
CN117785875,A,"A satellite-borne computable storage system and electronic device based on integrated storage and calculation acceleration","Microelectronics Research Institute, Chinese Academy Of Sciences",https://patentscout.innography.com/share/yQOuECnYIETCay_0TMbknw%3D%3D,G06F01622000,G06F0003060000,713340000
CN117631985,A,"Memory device including non-volatile memory device and method of operating the same","Samsung Electronics Co., Ltd.",https://patentscout.innography.com/share/ma_AdQylBugiGa4OZ0wWBQ%3D%3D,G06F00306000,G06F0003061000,711004000
US8914576,B2,"Buffer for raid controller with disabled post write cache","Hewlett Packard Enterprise Development Lp",https://patentscout.innography.com/share/DcGe-qu1QhRsvqP9dlL4rw%3D%3D,G06F01208000,G06F0003061000,711113000
US20230367512,A1,"Read fused groups with uniform resource allocation","Sandisk Technologies, Inc.",https://patentscout.innography.com/share/4Vygtuv7WUP8Ku2bWaW3Vw%3D%3D,G06F00306000,G06F0003061000,711004000
US11880604,B2,"Read fused groups with uniform resource allocation","Sandisk Technologies, Inc.",https://patentscout.innography.com/share/fv_1p1hQk21DWskBDIAZSA%3D%3D,G06F00306000,G06F0003061000,711004000
CN110968253,A,"A data storing method, device and system","Alibaba Group Holding Limited",https://patentscout.innography.com/share/HYjhCDs-NOoCjcfFfn2O2g%3D%3D,G06F00306000,G06F0003061600,711004000
US10872622,B1,"Method and system for deploying mixed storage products on a uniform storage infrastructure","Alibaba Group Holding Limited",https://patentscout.innography.com/share/pdXwMX9_uwTqnJlV_vxIRA%3D%3D,G11B00500400,G06F0003060400,360087000
US20230259304,A1,"Techniques to perform a write operation","Micron Technology, Inc.",https://patentscout.innography.com/share/65YvEtOmwuPBNn-RlLt8RQ%3D%3D,G06F00306000,G06F0003065600,711004000
CN116610251,A,"Techniques for performing write operations","Micron Technology Inc.",https://patentscout.innography.com/share/XVPiwwxdXoty64v0LidzXA%3D%3D,G06F00306000,G06F0003065600,711004000
US11775207,B2,"Techniques to perform a write operation","Micron Technology, Inc.",https://patentscout.innography.com/share/hAKtrBoMFG4Qlp2hpvhxdQ%3D%3D,G06F00306000,G06F0003065600,711004000
CN109697033,A,"Tile record disk-aware storage cache method and system","National University Of Defense Technology Of Pla",https://patentscout.innography.com/share/XzgLflIeFCz3VNhho-R2Mw%3D%3D,G06F00306000,G06F0003061000,711004000
US20110219170,A1,"Method and apparatus for optimizing the performance of a storage system","International Business Machines Corporation",https://patentscout.innography.com/share/JwrmsgEYS5RacqsXnw5QAw%3D%3D,G06F01200000,G06F0003061600,711103000
US20150160858,A1,"Storage apparatus and tier control method","Hitachi Vantara, Ltd.",https://patentscout.innography.com/share/bxtqRev7ZLWSw_43mP-itA%3D%3D,G06F00306000,G06F0003061000,711004000
US9086807,B2,"Storage apparatus and tier control method","Hitachi Vantara, Ltd.",https://patentscout.innography.com/share/sWOiJ7DRt0ufIb-9A_n4Aw%3D%3D,G06F01200000,G06F0003061000,710244000
US20230017171,A1,"Identification and classification of write stream priority","Sandisk Technologies, Inc.",https://patentscout.innography.com/share/HQgcM7KsIoVXI94biLwqIA%3D%3D,G06F01318000,G06F0003064400,345535000
CN115729461,A,"Dual-mode memory device","Samsung Electronics Co., Ltd.",https://patentscout.innography.com/share/J36x7tlwtdfxEEQWJ6WKQg%3D%3D,G06F00306000,G06F0003063400,711004000
US11775174,B1,"Systems and methods of data migration in a tiered storage system based on volume priority category","Amzetta Technologies, LLC",https://patentscout.innography.com/share/-LaXijmLIXk7NNMK2TQZng%3D%3D,G06F00306000,G06F0003066500,711004000
US20200034340,A1,"Flash file system and data management method therof","Zte Corporation",https://patentscout.innography.com/share/gQjRxIamzvNKqcXpFU0XDw%3D%3D,G06F01618000,G06F0003061600,713340000
US20240377960,A1,"Partial die blocks","Sandisk Technologies, Inc.",https://patentscout.innography.com/share/jTCxaXeReuw2cCFmZjY83Q%3D%3D,G06F00306000,G06F0003061600,711004000
US20140331004,A1,"Write spike performance enhancement in hybrid storage systems","Dell Products, Lp",https://patentscout.innography.com/share/-8kzEmN7aGG8EX51tXvwKw%3D%3D,G06F00306000,G06F0003065800,711103000
CN110968271,A,"A high performance data storing method, system and device","Beijing Jinqun Technology Co., Ltd.",https://patentscout.innography.com/share/eJIUEO1jpeZ3YKvP_ZgfRw%3D%3D,G06F00306000,G06F0003068900,711004000
CN103268201,A,"A data storing method, storing device and reading method","Beijing Jingwei Hirain Technologies Co., Ltd.",https://patentscout.innography.com/share/IR59ZjkKhys9flp5pisuKg%3D%3D,G06F00306000,G06F0003060000,711004000
CN103268201,B,"A data storing method, storing device and reading method","Beijing Hirain Technologies Co., Ltd.",https://patentscout.innography.com/share/-9k0spbahT559dYEiPi7-A%3D%3D,G06F00306000,G06F0003060000,711004000
CN109783019,A,"A data intelligent memory management method and device","Shanghai V&g Information Technology Co., Ltd.",https://patentscout.innography.com/share/T2_QC5-1vca-BbG6VSdWOg%3D%3D,G06F00306000,G06F0003060000,711004000
CN105892938,A,"A method and system for optimizing disk cache system","Leeco Holdings (beijing) Co., Ltd.; Letv Cloud Computing Co., Ltd.",https://patentscout.innography.com/share/UOcyfjLHeoedCrjC6qsP-Q%3D%3D,G06F00306000,G06F0003065600,711004000
US20220121587,A1,"Identification and classification of write stream priority","Sandisk Technologies, Inc.",https://patentscout.innography.com/share/_lG--E7S3xe1jr8uF2Pl0g%3D%3D,G06F01318000,G06F0003064400,345535000
CN110196690,A,"A method of detecting pair page","Shenzhen Shichuangyi Electronic Co., Ltd.",https://patentscout.innography.com/share/eVTpO4ZQMby6-fDWsFNOag%3D%3D,G06F00306000,G06F0003061400,711004000
KR20170130376,A,"Consecutive inscribe stream management.","Intel Corporation",https://patentscout.innography.com/share/0vluHuEjqrpSMWUcQ9yZpg%3D%3D,G06F00306000,G06F0003061000,711004000
US20200073586,A1,"Information processor and control method","Hitachi, Ltd.",https://patentscout.innography.com/share/a3p1LUbPbwBsRBiBpB1g4g%3D%3D,G06F00306000,G06F0003065800,711004000
CN110968266,A,"A memory management method and system based on popularity of","Huazhong University Of Science And Technology",https://patentscout.innography.com/share/5GeWb-VJ_7ZKPkMaGY6uSg%3D%3D,G06F00306000,G06F0003060400,711004000
US20230075796,A1,"Memory system and method","Kioxia Corporation",https://patentscout.innography.com/share/ycQXrp5HhGC8Vc8UHqOjoQ%3D%3D,G06F00306000,G06F0003064000,711004000
US11966606,B2,"Memory system and method","Kioxia Corporation",https://patentscout.innography.com/share/7ZMHGxesiPAPlc1qidMPTg%3D%3D,G06F00306000,G06F0003064000,711004000
US20140032836,A1,"Buffer for raid controller with disabled post write cache","Hewlett Packard Enterprise Development Lp",https://patentscout.innography.com/share/nw24RxtcGkNscAL0RgSVjQ%3D%3D,G06F01208000,G06F0003061000,711114000
CN118151842,A,"Fee module multi-sector management method and device of automobile open-system architecture","Neusoft Ruichi Automotive Technology (wuhan) Co., Ltd.",https://patentscout.innography.com/share/EgqMRrmM8Rop_oDTeeHeJw%3D%3D,G06F00306000,G06F0003061000,711004000
CN115237350,A,"A flash data storage method","Sichuan Hongmei Intelligent Technology Co., Ltd.",https://patentscout.innography.com/share/feJzQqlM7TG-jsng2Zld3Q%3D%3D,G06F00306000,G06F0003063800,711004000
US20240160361,A1,"Storage system with parallel writes","Pure Storage, Inc.",https://patentscout.innography.com/share/8YmONoAfqNKvJnhaLDiMGw%3D%3D,G06F00306000,G06F0003061900,711004000
US12236110,B2,"Storage system with parallel writes","Pure Storage, Inc.",https://patentscout.innography.com/share/kGj0pozaqPMgZ6Nly97GQQ%3D%3D,G06F01200000,G06F0003061900,710244000
US20250156084,A1,"Storage system with efficient block consolidation","Pure Storage, Inc.",https://patentscout.innography.com/share/KXU85zny_Ii04NzCTEMGBQ%3D%3D,G06F00306000,G06F0003061900,711004000
CN118069028,A,"Storage medium, method and device for executing host command","Silicon Motion Technology Corp.",https://patentscout.innography.com/share/O93NuzgDwRzZLp3WTUTAIg%3D%3D,G06F00306000,G06F0003065900,711004000
CN114138193,B,"Data writing method, device and device of partitioned naming space solid hard disk","Zhengzhou Yunhai Information Technology Limited Company",https://patentscout.innography.com/share/XHMpaM6_sdOG_LJGnUQw-w%3D%3D,G06F00306000,G06F0003064400,711004000
CN109697033,B,"Storage cache method and system for recording disk perception by tile","National University Of Defense Technology",https://patentscout.innography.com/share/R-OUMOxRVUOzVsnbiecxoQ%3D%3D,G06F00306000,G06F0003061000,711004000
