Publication Number,Kind Code,Title,Assignee,Innography URL,First IP Classification,First CP Classification,First US Classification,Application Publication Date,Grant Date,Publish Date,Priority Date,Filed Date,Est. Expiration Date,Earliest Published Date - Simple Family,Earliest Published Date - Extended Family,Inventors
US20240069729,A1,"Optimizing data deletion in a storage system","Pure Storage, Inc., A Delaware Corporation",https://patentscout.innography.com/share/8P5CK_2INf-IqFonxwAtDQ%3D%3D,G06F00306000,G06F0003065200,711004000,2024-02-29,2024-09-10,2024-02-29,2022-08-31,2022-08-31,2024-09-10,2024-02-29,2024-02-29,"Sangle, Ganesh|Lin, Chia-chun|Paul, Prabir|Srinivasa, Vijayan Satyamoorthy"
US12086409,B2,"Optimizing data deletion in a storage system","Pure Storage, Inc., A Delaware Corporation",https://patentscout.innography.com/share/d2pi5p8XrGMkpK5jnMA82g%3D%3D,G06F00306000,G06F0003065200,711004000,2024-02-29,2024-09-10,2024-09-10,2022-08-31,2022-08-31,2042-09-01,2024-02-29,2024-02-29,"Sangle, Ganesh|Lin, Chia-chun|Paul, Prabir|Srinivasa, Vijayan Satyamoorthy"
US20240069781,A1,"Optimizing data deletion settings in a storage system","Pure Storage, Inc., A Delaware Corporation",https://patentscout.innography.com/share/Oj5ZHS1AivTns6PWnkghCQ%3D%3D,G06F00306000,G06F0003065200,711004000,2024-02-29,2025-01-28,2024-02-29,2022-08-31,2022-08-31,2025-01-28,2024-02-29,2024-02-29,"Paul, Prabir|Lin, Chia-chun|Srinivasa, Vijayan Satyamoorthy"
US12210765,B2,"Optimizing data deletion settings in a storage system","Pure Storage, Inc., A Delaware Corporation",https://patentscout.innography.com/share/CQqicqtdg3OJGyUcxG9rGQ%3D%3D,G06F00306000,G06F0003065200,711004000,2024-02-29,2025-01-28,2025-01-28,2022-08-31,2022-08-31,2043-03-24,2024-02-29,2024-02-29,"Paul, Prabir|Lin, Chia-chun|Srinivasa, Vijayan Satyamoorthy"
US9213485,B1,"Storage system architecture","Pure Storage, Inc.",https://patentscout.innography.com/share/vIaBfV0902zqk6fa1TuIZQ%3D%3D,G06F01202000,G06F0003060400,345543000,,2015-12-15,2015-12-15,2014-06-04,2015-02-10,2034-06-04,2015-12-15,2014-09-30,"Hayes, John|Colgrove, John|Davis, John D"
US9357010,B1,"Storage system architecture","Pure Storage, Inc.",https://patentscout.innography.com/share/H0ArLd64b5vO4wUeGPuCeg%3D%3D,G06F01202000,G06F0003060400,345543000,,2016-05-31,2016-05-31,2014-06-04,2015-12-07,2034-06-04,2015-12-15,2014-09-30,"Hayes, John|Colgrove, John|Davis, John D"
US20160246528,A1,"Storage cluster","Pure Storage, Inc.",https://patentscout.innography.com/share/vBg9-1nvtVMq-UVaG645yA%3D%3D,G06F00306000,G06F0003062200,711004000,2016-08-25,2017-12-05,2016-08-25,2014-06-04,2016-05-04,2017-12-05,2016-08-25,2014-09-30,"Colgrove, John|Davis, John D|Hayes, John|Lee, Robert"
US20160277503,A1,"Storage system architecture","Pure Storage, Inc.",https://patentscout.innography.com/share/DEaNEVQszoJTSDMqn6YGsA%3D%3D,H04L02908000,G06F0003060400,455414400,2016-09-22,2016-12-20,2016-09-22,2014-06-04,2016-05-27,2016-12-20,2015-12-15,2014-09-30,"Hayes, John|Colgrove, John|Davis, John D"
US9525738,B2,"Storage system architecture","Pure Storage, Inc.",https://patentscout.innography.com/share/439rWAKplnrg5sAJGiL_Ag%3D%3D,G06F00306000,G06F0003060400,711004000,2016-09-22,2016-12-20,2016-12-20,2014-06-04,2016-05-27,2034-06-04,2015-12-15,2014-09-30,"Hayes, John|Colgrove, John|Davis, John D"
US20170093980,A1,"Storage system architecture","Pure Storage, Inc.",https://patentscout.innography.com/share/Cn5KtZzTtsAixcbMJZvaSQ%3D%3D,H04L02908000,G06F0003060400,455414400,2017-03-30,2018-05-08,2017-03-30,2014-06-04,2016-12-12,2018-05-08,2015-12-15,2014-09-30,"Colgrove, John|Davis, John D|Hayes, John"
US9836234,B2,"Storage cluster","Pure Storage, Inc.",https://patentscout.innography.com/share/oADpC3IpCmowqO50rcTHxg%3D%3D,G06F00306000,G06F0003062200,711004000,2016-08-25,2017-12-05,2017-12-05,2014-06-04,2016-05-04,2034-07-01,2016-08-25,2014-09-30,"Colgrove, John|Davis, John D|Hayes, John|Lee, Robert"
CN107408074,A,"Storage system architecture","Pure Storage Inc",https://patentscout.innography.com/share/DEexPiWWbrihlNLb5V3EVg%3D%3D,G06F01202000,G06F0003060500,345543000,2017-11-28,2021-07-27,2017-11-28,2015-02-10,2016-01-22,2021-07-27,2016-08-18,2014-09-30,"Hayes, John|Colgrove, John|Davis, John D"
US20180101321,A1,"Storage cluster","Pure Storage, Inc.",https://patentscout.innography.com/share/zed4-EHHIBdN3Gs_K3oyEg%3D%3D,G06F00306000,G06F0003062200,711004000,2018-04-12,2019-08-13,2018-04-12,2014-06-04,2017-12-04,2019-08-13,2016-08-25,2014-09-30,"Colgrove, John|Davis, John D|Hayes, John|Lee, Robert"
US9967342,B2,"Storage system architecture","Pure Storage, Inc.",https://patentscout.innography.com/share/84Vswu6p2EEajJTTHUBcTA%3D%3D,G06F00306000,G06F0003060400,711004000,2017-03-30,2018-05-08,2018-05-08,2014-06-04,2016-12-12,2034-06-04,2015-12-15,2014-09-30,"Colgrove, John|Davis, John D|Hayes, John"
CN109416620,A,"Storage cluster","Pure Storage Inc",https://patentscout.innography.com/share/hFPF6morgukB66KYGO3uyw%3D%3D,G06F00306000,G06F0003068300,711004000,2019-03-01,2022-05-10,2019-03-01,2016-05-04,2017-05-04,2022-05-10,2017-11-09,2014-09-30,"Colgrove, John|Davis, John D|Hayes, John|Lee, Robert"
US10379763,B2,"Hyperconverged storage system with distributable processing power","Pure Storage, Inc.",https://patentscout.innography.com/share/3WWLbW_f9GMLwnAIygzcmA%3D%3D,G06F00306000,G06F0003062200,711004000,2018-04-12,2019-08-13,2019-08-13,2014-06-04,2017-12-04,2034-06-04,2016-08-25,2014-09-30,"Colgrove, John|Davis, John D|Hayes, John|Lee, Robert"
US20190369885,A1,"Configurable hyperconverged multi-tenant storage system","Pure Storage, Inc.",https://patentscout.innography.com/share/Rid_ixhTcRV8yVvNXybeEQ%3D%3D,G06F00306000,G06F0003062200,711004000,2019-12-05,2020-11-17,2019-12-05,2014-06-04,2019-08-12,2020-11-17,2016-08-25,2014-09-30,"Hayes, John|Lee, Robert|Colgrove, John|Davis, John D"
US10838633,B2,"Configurable hyperconverged multi-tenant storage system","Pure Storage, Inc.",https://patentscout.innography.com/share/GhdwuplkPRZKXljs5xOHDw%3D%3D,G06F00306000,G06F0003062200,711004000,2019-12-05,2020-11-17,2020-11-17,2014-06-04,2019-08-12,2034-06-04,2016-08-25,2014-09-30,"Hayes, John|Lee, Robert|Colgrove, John|Davis, John D"
US20210081119,A1,"Configurable hyperconverged multi-tenant storage system","Pure Storage, Inc.",https://patentscout.innography.com/share/SrPyUboVp71_NkI7fch3DQ%3D%3D,G06F00306000,G06F0003062200,711004000,2021-03-18,2022-11-15,2021-03-18,2014-06-04,2020-11-12,2022-11-15,2016-08-25,2014-09-30,"Hayes, John|Lee, Robert|Colgrove, John|Davis, John D"
US11057468,B1,"Vast data storage system","Pure Storage, Inc.",https://patentscout.innography.com/share/fyup7XmtAuyZbMzR600VaA%3D%3D,H04L02908000,G06F0003060400,455414400,,2021-07-06,2021-07-06,2014-06-04,2018-05-08,2034-06-04,2015-12-15,2014-09-30,"Colgrove, John|Davis, John D|Hayes, John"
CN107408074,B,"Storage system architecture","Pure Storage Inc.",https://patentscout.innography.com/share/sagAZ-i12UVVSdgYOoll4Q%3D%3D,G06F01202000,G06F0003060500,345543000,2017-11-28,2021-07-27,2021-07-27,2015-02-10,2016-01-22,2036-01-21,2016-08-18,2014-09-30,"Hayes, John|Colgrove, John|Davis, John D"
US20210314404,A1,"Customized hash algorithms","Pure Storage, Inc.",https://patentscout.innography.com/share/IdQ3ed7jqyqA0eRq1AEYLQ%3D%3D,H04L02908000,G06F0003060700,455414400,2021-10-07,2023-05-16,2021-10-07,2014-06-04,2021-06-18,2023-05-16,2021-10-07,2014-09-30,"Glek, Taras"
US20210329072,A1,"Optimized communication pathways in a vast storage system","Pure Storage, Inc.",https://patentscout.innography.com/share/-G0JqWdgSet4SuZ6vCSxOQ%3D%3D,H04L02908000,G06F0003060400,455414400,2021-10-21,2023-06-13,2021-10-21,2014-06-04,2021-07-01,2023-06-13,2015-12-15,2014-09-30,"Hayes, John|Colgrove, John|Davis, John D."
CN109416620,B,"Storage cluster","Pure Storage Inc.",https://patentscout.innography.com/share/pQfN9u430v6XhJD9X0L0Iw%3D%3D,G06F00306000,G06F0003068300,711004000,2019-03-01,2022-05-10,2022-05-10,2016-05-04,2017-05-04,2037-05-03,2017-11-09,2014-09-30,"Colgrove, John|Davis, John D|Hayes, John|Lee, Robert"
US20220232075,A1,"Distributed protocol endpoint services for data storage systems","Pure Storage, Inc.",https://patentscout.innography.com/share/hOssLam23Qp9nQYEdAMFGA%3D%3D,H04L06710970,G06F0003060700,370225000,2022-07-21,2025-06-24,2022-07-21,2014-06-04,2022-03-23,2025-06-24,2022-07-21,2014-09-30,"Emerson, Justin|Sajeepa, Prabhath"
US11500552,B2,"Configurable hyperconverged multi-tenant storage system","Pure Storage, Inc.",https://patentscout.innography.com/share/SIahT9c90iyddJfrXep8_A%3D%3D,G06F00306000,G06F0003062200,711004000,2021-03-18,2022-11-15,2022-11-15,2014-06-04,2020-11-12,2034-07-04,2016-08-25,2014-09-30,"Hayes, John|Lee, Robert|Colgrove, John|Davis, John D"
US20230058369,A1,"Distribution of resources for a storage system","Pure Storage, Inc.",https://patentscout.innography.com/share/0NCZDWBTJkeSCmpJkLfhnw%3D%3D,G06F00306000,G06F0003062200,711004000,2023-02-23,2024-11-12,2023-02-23,2014-06-04,2022-11-04,2024-11-12,2016-08-25,2014-09-30,"Hayes, John|Lee, Robert|Colgrove, John|Davis, John D"
US11652884,B2,"Customized hash algorithms","Pure Storage, Inc.",https://patentscout.innography.com/share/SGyuZ8LQe7DXSlhUYnkf6w%3D%3D,G06F01200000,G06F0003060700,710244000,2021-10-07,2023-05-16,2023-05-16,2014-06-04,2021-06-18,2034-06-04,2021-10-07,2014-09-30,"Glek, Taras"
US11677825,B2,"Optimized communication pathways in a vast storage system","Pure Storage, Inc.",https://patentscout.innography.com/share/z4SweAdZpF2Vd7uNbF7E_A%3D%3D,H04L06710970,G06F0003060400,370225000,2021-10-21,2023-06-13,2023-06-13,2014-06-04,2021-07-01,2034-06-04,2015-12-15,2014-09-30,"Hayes, John|Colgrove, John|Davis, John D"
US20230308512,A1,"Independent communication pathways","Pure Storage, Inc.",https://patentscout.innography.com/share/rM3M1FeTEP-FowR2VnPlbg%3D%3D,H04L06710970,G06F0003060400,370225000,2023-09-28,2025-01-28,2023-09-28,2014-06-04,2023-05-25,2025-01-28,2015-12-15,2014-09-30,"Hayes, John|Colgrove, John|Davis, John D"
US12141449,B2,"Distribution of resources for a storage system","Pure Storage, Inc.",https://patentscout.innography.com/share/MDxCpWMSCWkylfjxcidZdQ%3D%3D,G06F00306000,G06F0003062200,711004000,2023-02-23,2024-11-12,2024-11-12,2014-06-04,2022-11-04,2034-06-25,2016-08-25,2014-09-30,"Hayes, John|Lee, Robert|Colgrove, John|Davis, John D"
US12212624,B2,"Independent communication pathways","Pure Storage, Inc.",https://patentscout.innography.com/share/jW9G2K12p-bX_elgtyuU8g%3D%3D,H04L06710970,G06F0003060400,370225000,2023-09-28,2025-01-28,2025-01-28,2014-06-04,2023-05-25,2034-06-04,2015-12-15,2014-09-30,"Hayes, John|Colgrove, John|Davis, John D"
US12341848,B2,"Distributed protocol endpoint services for data storage systems","Pure Storage, Inc.",https://patentscout.innography.com/share/XZHExx-BDe2NEI2jOkRCog%3D%3D,H04L06710970,G06F0003060700,370225000,2022-07-21,2025-06-24,2025-06-24,2014-06-04,2022-03-23,2034-08-27,2022-07-21,2014-09-30,"Emerson, Justin|Sajeepa, Prabhath"
US20190004727,A1,"Using a namespace to augment de-duplication","Pure Storage, Inc.",https://patentscout.innography.com/share/3d9T3jQrioJcwAVV0TEqkA%3D%3D,G06F00306000,G06F0003064100,711004000,2019-01-03,,2019-01-03,2013-04-01,2018-09-07,2020-10-26,2019-01-03,2014-10-02,"Volvovski, Ilya|Gladwin, S. Christopher|Grube, Gary W.|Markison, Timothy W.|Resch, Jason K.|Shirley, Jr., Thomas F.|Dhuse, Greg R.|Motwani, Manish|Baptist, Andrew D.|Leggette, Wesley B."
US20190018591,A1,"Migrating data that is frequently accessed together in a distributed storage system","Pure Storage, Inc.",https://patentscout.innography.com/share/6kvPVjNMxj4eS_aTqdhxkg%3D%3D,G06F00306000,G06F0003061000,711004000,2019-01-17,,2019-01-17,2013-04-01,2018-09-18,2020-03-31,2019-01-17,2014-10-02,"Volvovski, Ilya|Gladwin, S. Christopher|Grube, Gary W.|Markison, Timothy W.|Resch, Jason K.|Shirley, Jr., Thomas F.|Dhuse, Greg R.|Motwani, Manish|Baptist, Andrew D.|Leggette, Wesley B."
US20190026041,A1,"Shutting down storage units or drives when below threshold in a distributed storage system","Pure Storage, Inc.",https://patentscout.innography.com/share/Lx9o_sAHALHCUpKAssULqA%3D%3D,G06F00306000,G06F0003063400,711004000,2019-01-24,,2019-01-24,2013-04-01,2018-09-18,2020-03-27,2019-01-24,2014-10-02,"Volvovski, Ilya|Gladwin, S. Christopher|Grube, Gary W.|Markison, Timothy W.|Resch, Jason K.|Shirley, Jr., Thomas F.|Dhuse, Greg R.|Motwani, Manish|Baptist, Andrew D.|Leggette, Wesley B."
US11068162,B1,"Storage management in a cloud data store","Pure Storage, Inc.",https://patentscout.innography.com/share/FVMvLAyV1rA9JCQFlx_P8A%3D%3D,G06F00306000,G06F0003067000,711004000,,2021-07-20,2021-07-20,2019-04-09,2019-07-02,2039-07-02,2021-07-20,2021-07-20,"Meister, Dirk|Periyagaram, Subramaniam|Robertson, Reese|Lokireddy, Prudhvi"
US20210342067,A1,"Cost conscious garbage collection","Pure Storage, Inc.",https://patentscout.innography.com/share/cW8ENF6RNgt4xVkRMM788g%3D%3D,G06F00306000,G06F0003067000,711004000,2021-11-04,2023-05-02,2021-11-04,2019-04-09,2021-07-16,2023-05-02,2021-07-20,2021-07-20,"Meister, Dirk|Periyagaram, Subramaniam|Robertson, Reese|Lokireddy, Prudhvi"
US11640239,B2,"Cost conscious garbage collection","Pure Storage, Inc.",https://patentscout.innography.com/share/hga0847xhOIbDvXbig0wPA%3D%3D,G06F00306000,G06F0003067000,711004000,2021-11-04,2023-05-02,2023-05-02,2019-04-09,2021-07-16,2039-07-02,2021-07-20,2021-07-20,"Meister, Dirk|Periyagaram, Subramaniam|Robertson, Reese|Lokireddy, Prudhvi"
US20230259275,A1,"Cost considerate placement of data within a pool of storage resources","Pure Storage, Inc.",https://patentscout.innography.com/share/ESRtjCSNTW2NTZQR1VXraA%3D%3D,G06F00306000,G06F0003067000,711004000,2023-08-17,,2023-08-17,2019-04-09,2023-04-20,2039-07-02,2021-07-20,2021-07-20,"Meister, Dirk|Periyagaram, Subramaniam|Robertson, Reese|Lokireddy, Prudhvi"
US8874835,B1,"Data placement based on data properties in a tiered storage device system","Pure Storage, Inc.",https://patentscout.innography.com/share/7ZGnYmj1CEE1VVAeXBr14w%3D%3D,G06F01200000,G06F0012023800,711103000,,2014-10-28,2014-10-28,2014-01-16,2014-01-16,2022-10-28,2014-10-28,2014-10-28,"Davis, John D|Miller, Ethan|Gold, Brian T|Colgrove, John|Vajgel, Peter|Hayes, John|Ho, Alex Yee Kit"
US20150199268,A1,"Data placement based on data retention in a tiered storage device system","Pure Storage, Inc.",https://patentscout.innography.com/share/xWgzq4_fMWHXphILGRva8g%3D%3D,G06F01202000,G06F0012024600,345543000,2015-07-16,2017-11-07,2015-07-16,2014-01-16,2014-01-16,2017-11-07,2015-07-16,2014-10-28,"Davis, John D|Miller, Ethan|Gold, Brian T|Colgrove, John|Vajgel, Peter|Hayes, John|Ho, Alex"
US9612953,B1,"Data placement based on data properties in a tiered storage device system","Pure Storage, Inc.",https://patentscout.innography.com/share/qb45_Gjc_tU9nG9UfULt2Q%3D%3D,G06F01202000,G06F0012023800,345543000,,2017-04-04,2017-04-04,2014-01-16,2014-10-24,2025-04-04,2014-10-28,2014-10-28,"Davis, John D|Miller, Ethan|Gold, Brian|Colgrove, John|Vajgel, Peter|Hayes, John|Ho, Alex Yee Kit"
US9811457,B2,"Data placement based on data retention in a tiered storage device system","Pure Storage, Inc.",https://patentscout.innography.com/share/Kq26QIa7oB7KR5SFPhbTGw%3D%3D,G06F01202000,G06F0012024600,345543000,2015-07-16,2017-11-07,2017-11-07,2014-01-16,2014-01-16,2034-01-16,2015-07-16,2014-10-28,"Davis, John D|Miller, Ethan|Gold, Brian T|Colgrove, John|Vajgel, Peter|Hayes, John|Ho, Alex"
US20210248252,A1,"Ensuring compliance with geography-based data movement restrictions","Pure Storage, Inc.",https://patentscout.innography.com/share/ouaA2-wHfPLFhy-0dTet7A%3D%3D,G06F02162000,G06F0003063500,713340000,2021-08-12,,2021-08-12,2020-02-11,2020-02-11,2040-02-11,2021-08-12,2021-08-12,"Darji, Prakash"
US20210263667,A1,"Multi-cloud orchestration as-a-service","Pure Storage, Inc.",https://patentscout.innography.com/share/VdOoHn10dLX5BVxy4r-qOw%3D%3D,G06F00306000,G06F0003064700,711004000,2021-08-26,2024-06-18,2021-08-26,2020-02-11,2021-04-23,2024-06-18,2021-08-26,2021-08-12,"Whitlock, David|Fernandez, Argenis"
US12014065,B2,"Multi-cloud orchestration as-a-service","Pure Storage, Inc.",https://patentscout.innography.com/share/tJr9Ocm69VZOsgm8pe8cZA%3D%3D,G06F00306000,G06F0003064700,710244000,2021-08-26,2024-06-18,2024-06-18,2020-02-11,2021-04-23,2041-02-13,2021-08-26,2021-08-12,"Whitlock, David|Fernandez, Argenis"
US11086553,B1,"Tiering duplicated objects in a cloud-based object store","Pure Storage, Inc.",https://patentscout.innography.com/share/nBLmFK1uPkuzDQvNtVUdAA%3D%3D,G06F00306000,G06F0003065000,711004000,,2021-08-10,2021-08-10,2019-08-28,2019-08-28,2039-11-06,2021-08-10,2021-08-10,"Fisher, James"
US11086713,B1,"Optimized end-to-end integrity storage system","Pure Storage, Inc.",https://patentscout.innography.com/share/0wc5J5QISCYB6EoD8ACRNA%3D%3D,G06F01110000,G06F0003067000,714807000,,2021-08-10,2021-08-10,2019-07-23,2019-07-23,2039-08-14,2021-08-10,2021-08-10,"Sapuntzakis, Constantine P.|Kant, Krishna"
US9971537,B1,"Hardware support to track and transition flash luns into slc mode","Pure Storage, Inc.",https://patentscout.innography.com/share/7rgrTZ0Dd7SR5Gshaco_CA%3D%3D,G06F00306000,G06F0012024600,711004000,,2018-05-15,2018-05-15,2016-10-26,2016-10-26,2036-10-26,2018-05-15,2018-05-15,"Kannan, Hari|Lee, Robert|Zhao, Randy"
US20180143782,A1,"Accumulating application-level statistics in a storage system","Pure Storage, Inc.",https://patentscout.innography.com/share/UfWgrx0aiHokDdqBAEzQ7A%3D%3D,G06F00306000,G06F0003065300,711004000,2018-05-24,2018-12-25,2018-05-24,2016-11-22,2017-01-09,2018-12-25,2018-05-24,2018-05-24,"Hodgson, Steven|Karr, Ronald"
US10162566,B2,"Accumulating application-level statistics in a storage system","Pure Storage, Inc.",https://patentscout.innography.com/share/kIRIjbgLWU6cOhNtjyME-g%3D%3D,G06F01200000,G06F0003065300,710244000,2018-05-24,2018-12-25,2018-12-25,2016-11-22,2017-01-09,2022-12-25,2018-05-24,2018-05-24,"Hodgson, Steven|Karr, Ronald"
US10416924,B1,"Identifying workload characteristics in dependence upon storage utilization","Pure Storage, Inc.",https://patentscout.innography.com/share/ndJ4Hq3Y-A3L5zU4UqjF3A%3D%3D,G06F01200000,G06F0003065300,710244000,,2019-09-17,2019-09-17,2016-11-22,2018-11-28,2037-01-09,2018-05-24,2018-05-24,"Hodgson, Steven|Karr, Ronald"
US11016700,B1,"Analyzing application-specific consumption of storage system resources","Pure Storage, Inc.",https://patentscout.innography.com/share/yNBDKCh4Z6WLrhudrfooqA%3D%3D,G06F01200000,G06F0003065300,710244000,,2021-05-25,2021-05-25,2016-11-22,2019-07-31,2037-01-23,2018-05-24,2018-05-24,"Hodgson, Steven|Karr, Ronald"
US20210286546,A1,"Providing application aware storage","Pure Storage, Inc.",https://patentscout.innography.com/share/pfvy9wa9Xj1z75s3SyKHxg%3D%3D,G06F00306000,G06F0003060500,711004000,2021-09-16,2023-04-04,2021-09-16,2016-11-22,2021-05-21,2023-04-04,2021-09-16,2018-05-24,"Hodgson, Steven|Karr, Ronald"
US11620075,B2,"Providing application aware storage","Pure Storage, Inc.",https://patentscout.innography.com/share/AemqhVYG-KwydOiuYSiftA%3D%3D,G06F01200000,G06F0003060500,710244000,2021-09-16,2023-04-04,2023-04-04,2016-11-22,2021-05-21,2037-01-23,2021-09-16,2018-05-24,"Hodgson, Steven|Karr, Ronald"
US20230236754,A1,"Preventing applications from overconsuming shared storage resources","Pure Storage, Inc.",https://patentscout.innography.com/share/zj8To8WMjVHvWqOOXwku8A%3D%3D,G06F00306000,G06F0003060500,711004000,2023-07-27,2025-01-07,2023-07-27,2016-11-22,2023-04-03,2025-01-07,2021-09-16,2018-05-24,"Hodgson, Steven|Karr, Ronald"
US12189975,B2,"Preventing applications from overconsuming shared storage resources","Pure Storage, Inc.",https://patentscout.innography.com/share/EoguRMdl5mg4GTeiy17sMg%3D%3D,G06F01200000,G06F0003060500,710244000,2023-07-27,2025-01-07,2025-01-07,2016-11-22,2023-04-03,2037-01-09,2021-09-16,2018-05-24,"Hodgson, Steven|Karr, Ronald"
US20240143177,A1,"Dynamic adjustment of input/output (i/o) stack of a distributed storage system","Pure Storage, Inc., A Delaware Corporation",https://patentscout.innography.com/share/EIyZhfXBd7TVeWYhPHOkqg%3D%3D,G06F00306000,G06F0003061100,711004000,2024-05-02,,2024-05-02,2022-11-02,2022-11-02,2024-11-14,2024-05-02,2024-05-02,"Thakur, Neelesh Madhukar|Pabón, Luis Pablo|Dani, Aditya"
US20210303523,A1,"Replicating a file system","Pure Storage, Inc., A Delaware Corporation",https://patentscout.innography.com/share/9ZoIllH3fIlWfYvG2fMf9g%3D%3D,G06F01617800,G06F0003061000,713340000,2021-09-30,,2021-09-30,2020-03-30,2021-04-16,2040-03-30,2021-09-30,2021-09-30,"Periyagaram, Subramaniam|Meister, Dirk|Potashnik, Alexei|Shivani, Zoheb|Chakeres, Tejal Joshi|Zang, Chu|Karr, Ronald"
US20220129415,A1,"View filtering for a file storage system","Pure Storage, Inc., A Delaware Corporation",https://patentscout.innography.com/share/zSt6J2uo9RRDxn9rJvtTkQ%3D%3D,G06F01611000,G06F0003068300,713340000,2022-04-28,,2022-04-28,2020-10-22,2020-10-22,2024-03-26,2022-04-28,2021-09-30,"Grunwald, David A.|Driscoll, Alan S."
