Publication Number,Kind Code,Title,Assignee,Innography URL,First IP Classification,First CP Classification,First US Classification,Application Publication Date,Grant Date,Publish Date,Priority Date,Filed Date,Est. Expiration Date,Earliest Published Date - Simple Family,Earliest Published Date - Extended Family,Inventors
CN114546296,B,"Full flash memory system and address mapping method based on zns solid state hard disk","Wuhan Lugu Technology Co., Ltd.",https://patentscout.innography.com/share/5LEp7t0xG2Nw7zqzmAcTTA%3D%3D,G06F00306000,G06F0003067900,711004000,2022-05-27,2022-07-01,2022-07-01,2022-04-25,2022-04-25,2042-04-24,2022-05-27,2022-05-27,"Liu, Liechao|Liu, Xingbin"
CN105808449,A,"A virtual memory mapping for a virtual machine version managing method and system","China Telecom Corporation Limited",https://patentscout.innography.com/share/CrO8s8KnlBW4Z93rqyPdYA%3D%3D,G06F01206000,G06F0012060000,345571000,2016-07-27,2018-11-27,2016-07-27,2014-12-31,2014-12-31,2018-11-27,2016-07-27,2016-07-27,"Gao, Yuan|Quan, Xiaofei|Guang, Xiaoming"
CN110096235,A,"A data storage method and storage system for self-application","First Institute Of Oceanography, Mnr; Hangzhou Ruixun Technology Co., Ltd.; National Deep Sea Center",https://patentscout.innography.com/share/kaf55HZA-ralI65Rb1IpVw%3D%3D,G06F00306000,G06F0003061000,235486000,2019-08-06,2020-06-30,2019-08-06,2019-04-30,2019-04-30,2020-06-30,2019-08-06,2019-08-06,"Jiang, Ying|Yan, Xi|Yang, Zhiguo"
CN110096235,B,"A data storing method and storing system for self-application","The First Institute Of Oceanography, Mnr; Hangzhou Ruixun Technology Co., Ltd.; National Deep Sea Center",https://patentscout.innography.com/share/i2GBXoc-TiYOaXiCyAEQvw%3D%3D,G06F00306000,G06F0003061000,711004000,2019-08-06,2020-06-30,2020-06-30,2019-04-30,2019-04-30,2039-04-29,2019-08-06,2019-08-06,"Jiang, Ying|Yan, Xi|Yang, Zhiguo"
CN107066393,A,"The address mapping table in the mapping information density method","Anhui University",https://patentscout.innography.com/share/oN2IYKDti6ocs3ydWeB2Cg%3D%3D,G06F01202000,G06F0012024600,345543000,2017-08-18,2020-06-09,2017-08-18,2017-01-12,2017-01-12,2020-06-09,2017-08-18,2017-08-18,"Fan, Jin|Peng, Chunyu|Gao, Shan|Li, Zhengping|Tan, Shoubiao|Lin, Zhiting|Wu, Xiulong|Chen, Junning|Xu, Chao|Dai, Yuehua"
CN107066393,B,"Method for improving density mapping information in the address mapping table","Anhui University",https://patentscout.innography.com/share/tFNkMH0PNZ7DRiWyBjDYyg%3D%3D,G06F01202000,G06F0012024600,345543000,2017-08-18,2020-06-09,2020-06-09,2017-01-12,2017-01-12,2025-01-03,2017-08-18,2017-08-18,"Fan, Jin|Peng, Chunyu|Gao, Shan|Li, Zhengping|Tan, Shoubiao|Lin, Zhiting|Wu, Xiulong|Chen, Junning|Xu, Chao|Dai, Yuehua"
KR20220099845,A,"Memory system and operating method of the memory system","Sk Hynix Inc.",https://patentscout.innography.com/share/yRtvrdhKS0jP6JIYVnGzIQ%3D%3D,G06F00306000,G06F0003064700,711004000,2022-07-14,,2022-07-14,2021-01-07,2021-01-07,2041-01-07,2022-07-07,2022-07-07,"Hyun, Tae Kim"
US12099421,B2,"Implementing availability domain aware replication policies","Nutanix, Inc.",https://patentscout.innography.com/share/8Yow9PZfn4mOL60PoM3Wlw%3D%3D,G06F01120000,G06F0003067000,340002800,2023-06-01,2024-09-24,2024-09-24,2016-08-05,2022-10-07,2036-11-10,2020-01-30,2019-09-12,"Mahmood, Mohammad|Liao, Roger Sean"
US20190278526,A1,"Controller and operating method thereof","Mimirip LLC",https://patentscout.innography.com/share/VKDCJlKBTEOke5Krr7aC0g%3D%3D,G06F00306000,G06F0012029200,711004000,2019-09-12,2020-04-14,2019-09-12,2018-03-12,2018-10-03,2020-04-14,2019-09-12,2019-09-12,"Choi, Hyoung-pil"
CN110262981,A,"Controller and operation method of the controller","Sk Hynix Inc.",https://patentscout.innography.com/share/nLq11V2L8_XyJrrINbGBAQ%3D%3D,G06F01206000,G06F0012029200,345571000,2019-09-20,2023-08-11,2019-09-20,2018-03-12,2018-11-14,2023-08-11,2019-09-12,2019-09-12,"Choi, Hyoung-pil"
KR20190107449,A,"Controller and operation method thereof","Sk Hynix Inc.",https://patentscout.innography.com/share/_vE7tr_ylAz0jig5vyZUSA%3D%3D,G06F01202000,G06F0012029200,345543000,2019-09-20,2024-07-24,2019-09-20,2018-03-12,2018-03-12,2024-07-24,2019-09-12,2019-09-12,"Choi, Hyoung Pil"
US10620884,B2,"Controller for managing map data and operating method thereof","Mimirip LLC",https://patentscout.innography.com/share/w5KxROrf6bKYuDGtdAbhAQ%3D%3D,G06F00306000,G06F0012029200,711004000,2019-09-12,2020-04-14,2020-04-14,2018-03-12,2018-10-03,2038-10-03,2019-09-12,2019-09-12,"Choi, Hyoung-pil"
CN110262981,B,"Controller and operation method of the controller","Sk Hynix Inc.",https://patentscout.innography.com/share/UDvlxuhMzMtstXSXEdaQdw%3D%3D,G06F01206000,G06F0012029200,345571000,2019-09-20,2023-08-11,2023-08-11,2018-03-12,2018-11-14,2038-11-13,2019-09-12,2019-09-12,"Choi, Hyoung-pil"
US20230376201,A1,"Persistence logging over nvm express for storage devices application","Huawei Technologies Co., Ltd.",https://patentscout.innography.com/share/gNX9x5bzrZ_y38lotgechw%3D%3D,G06F00306000,G06F0012024600,711004000,2023-11-23,2025-04-15,2023-11-23,2021-02-04,2023-08-03,2025-04-15,2022-08-11,2022-08-11,"Hu, Chaohong|Liu, Chun|Liao, Xin"
US12277315,B2,"Persistence logging over nvm express for storage devices application","Huawei Technologies Co., Ltd.",https://patentscout.innography.com/share/-ZsgRI9N7SWCcy3iwebYyA%3D%3D,G06F00306000,G06F0012024600,711004000,2023-11-23,2025-04-15,2025-04-15,2021-02-04,2023-08-03,2041-02-04,2022-08-11,2022-08-11,"Hu, Chaohong|Liu, Chun|Liao, Xin"
US20220276789,A1,"Effective storage allocation for sequentially-written memory devices","Micron Techology, Inc.",https://patentscout.innography.com/share/k4nh_o0kvenUdwXVJyZfrQ%3D%3D,G06F00306000,G06F0003062900,711004000,2022-09-01,2023-11-07,2022-09-01,2021-02-26,2021-02-26,2023-11-07,2022-08-30,2022-08-30,"Bert, Luca"
CN114968087,A,"Effective storage allocation of sequential write-in memory devices","Micron Technology Inc.",https://patentscout.innography.com/share/3Da2nyBiFfmib3cMnKliNw%3D%3D,G06F00306000,G06F0003062900,711004000,2022-08-30,2025-05-30,2022-08-30,2021-02-26,2022-02-24,2025-05-30,2022-08-30,2022-08-30,"Bert, Luca"
US11809714,B2,"Effective storage allocation for sequentially-written memory devices","Micron Techology, Inc.",https://patentscout.innography.com/share/Kpm6-KBuq81v0CLp-XR7WA%3D%3D,G06F00306000,G06F0003062900,711004000,2022-09-01,2023-11-07,2023-11-07,2021-02-26,2021-02-26,2041-02-26,2022-08-30,2022-08-30,"Bert, Luca"
US20240069739,A1,"Effective storage allocation for sequentially-written memory devices","Micron Technology, Inc.",https://patentscout.innography.com/share/aY_12iTDr_SZjZcLrs_vTg%3D%3D,G06F00306000,G06F0003062900,711004000,2024-02-29,2024-11-12,2024-02-29,2021-02-26,2023-11-06,2024-11-12,2022-08-30,2022-08-30,"Bert, Luca"
US12141442,B2,"Effective storage allocation for sequentially-written memory devices","Micron Technology, Inc.",https://patentscout.innography.com/share/Qm_9uixNvNExp9K2SjIIhQ%3D%3D,G06F00306000,G06F0003062900,711004000,2024-02-29,2024-11-12,2024-11-12,2021-02-26,2023-11-06,2041-02-26,2022-08-30,2022-08-30,"Bert, Luca"
US20190324683,A1,"Offload defrag operation for host-managed storage","Intel Corporation",https://patentscout.innography.com/share/rYqOw713k1KSiTMUMjUqXg%3D%3D,G06F00306000,G06F0012024600,711004000,2019-10-24,2021-06-22,2019-10-24,2019-06-29,2019-06-29,2021-06-22,2019-10-24,2019-10-24,"Li, Peng|Khan, Jawad B|Trika, Sanjeev N"
CN112148628,A,"Unloading fragment finishing operation for storage of host management","Intel Corporation",https://patentscout.innography.com/share/a__FWqGytuoKsyQw2enzCQ%3D%3D,G06F01202000,G06F0012024600,345543000,2020-12-29,,2020-12-29,2019-06-29,2020-03-27,2040-03-27,2019-10-24,2019-10-24,"Li, Peng|Khan, Jawad B|Trika, Sanjeev N"
US11042323,B2,"Offload defrag operation for host-managed storage","Intel Corporation",https://patentscout.innography.com/share/SRM1eZOhrubdKzm2a_KvTA%3D%3D,G06F00306000,G06F0012024600,711004000,2019-10-24,2021-06-22,2021-06-22,2019-06-29,2019-06-29,2039-08-27,2019-10-24,2019-10-24,"Li, Peng|Khan, Jawad B|Trika, Sanjeev N"
US20210311659,A1,"Offload defrag operation for host-managed storage","Intel Corporation",https://patentscout.innography.com/share/cXhTYZFOfeDTEzkaE6OpzA%3D%3D,G06F00306000,G06F0012024600,711004000,2021-10-07,2023-06-20,2021-10-07,2019-06-29,2021-06-17,2023-06-20,2019-10-24,2019-10-24,"Li, Peng|Khan, Jawad B.|Trika, Sanjeev N."
US11681463,B2,"Offload defrag operation for host-managed storage","Intel Corporation",https://patentscout.innography.com/share/kiP319EjNnBMXIy-HDJMMQ%3D%3D,G06F00306000,G06F0012024600,711004000,2021-10-07,2023-06-20,2023-06-20,2019-06-29,2021-06-17,2039-08-26,2019-10-24,2019-10-24,"Li, Peng|Khan, Jawad B.|Trika, Sanjeev N."
US11112991,B2,"Scaling-in for geographically diverse storage","Emc Ip Holding Company LLC",https://patentscout.innography.com/share/QqztQKSmeqFKlOZygVhByQ%3D%3D,G06F00306000,G06F0003061900,711004000,2020-05-28,2021-09-07,2021-09-07,2018-04-27,2020-01-31,2038-04-27,2019-10-31,2019-10-31,"Danilov, Mikhail|Kurilov, Andrey"
US20190332526,A1,"Method, apparatus and compuer program product for managing storage system","Emc Ip Holding Company LLC",https://patentscout.innography.com/share/r4kQDFfn3VWuiV6HuZj90g%3D%3D,G06F01202000,G06F0012024600,345543000,2019-10-31,2020-12-08,2019-10-31,2018-04-28,2018-11-26,2020-12-08,2019-10-31,2019-10-31,"Xu, Xinlei|Gao, Jian|Feng, Changyu|Tang, Haiying|Jia, Ruiyong"
US10860476,B2,"Method, apparatus and computer program product for managing storage system","Emc Ip Holding Company LLC",https://patentscout.innography.com/share/drVxoDXF9yHSdxPJa321AQ%3D%3D,G06F01200000,G06F0012024600,710244000,2019-10-31,2020-12-08,2020-12-08,2018-04-28,2018-11-26,2038-12-21,2019-10-31,2019-10-31,"Xu, Xinlei|Gao, Jian|Feng, Changyu|Tang, Haiying|Jia, Ruiyong"
US20190347197,A1,"Memory system and operating method thereof","Sk Hynix Inc.",https://patentscout.innography.com/share/hG6wa87mZk3khwWbYzeF9Q%3D%3D,G06F01202000,G06F0003065900,345543000,2019-11-14,2021-08-24,2019-11-14,2018-05-08,2018-12-05,2021-08-24,2019-11-14,2019-11-14,"Lee, Jong-min|Na, Hyeong-ju"
CN110457230,A,"Memory system and operation method thereof","Sk Hynix Inc",https://patentscout.innography.com/share/5bICocyNbYuEAa3tL6K4ow%3D%3D,G06F01202000,G06F0003065900,345543000,2019-11-15,2023-12-05,2019-11-15,2018-05-08,2018-12-25,2023-12-05,2019-11-14,2019-11-14,"Lee, Jong-min|Na, Hyeong-ju"
KR20190128392,A,"Memory system and operation method thereof","Sk Hynix Inc.",https://patentscout.innography.com/share/eM9THYQ2plfKB1yDxAoJxw%3D%3D,G06F01202000,G06F0003065900,345543000,2019-11-18,,2019-11-18,2018-05-08,2018-05-08,2038-05-08,2019-11-14,2019-11-14,"Na, Hyeong Ju|Lee, Jong Min"
US11099981,B2,"Memory system and operating method thereof","Sk Hynix Inc.",https://patentscout.innography.com/share/hJ9L7cdeSXC0f-3KB7WAxw%3D%3D,G06F01202000,G06F0003065900,345543000,2019-11-14,2021-08-24,2021-08-24,2018-05-08,2018-12-05,2038-12-05,2019-11-14,2019-11-14,"Lee, Jong-min|Na, Hyeong-ju"
CN110457230,B,"Memory system and operating method thereof","Sk Hynix Inc.",https://patentscout.innography.com/share/FOzfY0SVldzdNvlpR_85Fw%3D%3D,G06F01202000,G06F0003065900,345543000,2019-11-15,2023-12-05,2023-12-05,2018-05-08,2018-12-25,2038-12-24,2019-11-14,2019-11-14,"Lee, Jong-min|Na, Hyeong-ju"
CN110532194,B,"Memory system and operating method thereof","Sk Hynix Inc.",https://patentscout.innography.com/share/wurg5TU8hHdG4vMMz8Ygug%3D%3D,G06F01202000,G06F0012029200,345543000,2019-12-03,2023-11-24,2023-11-24,2018-05-23,2018-12-27,2038-12-26,2019-11-28,2019-11-28,"Park, Byeong-gyu"
CN110502455,A,"Data storage method and system","Hangzhou Hikvision Digital Technology Co., Ltd.",https://patentscout.innography.com/share/R8LokATLU1PcYCLa84vOeQ%3D%3D,G06F01208710,G06F0012087100,713340000,2019-11-26,2021-10-12,2019-11-26,2018-05-18,2018-05-18,2021-10-12,2019-11-26,2019-11-26,"Qiao, Hui"
CN110516117,A,"Class-type variable storage method, apparatus, device and storage medium of map calculation","Ping An Technology (shenzhen) Co., Ltd.",https://patentscout.innography.com/share/OxknsVwWiMazlkNE6vkCDQ%3D%3D,G06F01690100,G06F0003060800,713340000,2019-11-29,,2019-11-29,2019-07-22,2019-07-22,2039-07-22,2019-11-29,2019-11-29,"Deng, Qiang|Zhang, Juan|Tu, Ning|Zhao, Zhiyan|Shi, Yiming"
CN101907978,B,"And hybrid storage system based on solid state disk and storage method of magnetic disk","Zhejiang University",https://patentscout.innography.com/share/n2j_XMHf1OGccDCkepkwAQ%3D%3D,G06F00306000,G06F0003060000,711004000,2010-12-08,2011-12-07,2011-12-07,2010-07-27,2010-07-27,2022-07-15,2010-12-08,2010-12-08,"Lidan, Shou|Tianlei, Hu|Ke, Chen|Gang, Chen|Chang, Xu"
US20180373627,A1,"Memory system having persistent garbage collection","Innovations In Memory LLC",https://patentscout.innography.com/share/FY-M9f_2GVfYxTQ-TXu2Ig%3D%3D,G06F01202000,G06F0012024600,345543000,2018-12-27,2019-02-12,2018-12-27,2009-06-12,2018-08-01,2019-02-12,2010-12-16,2010-12-16,"Bennett, Jon C. R."
US10204042,B2,"Memory system having persistent garbage collection","Innovations In Memory LLC",https://patentscout.innography.com/share/_v_2y4Jgw3P_PwPBoaHPqw%3D%3D,G06F01200000,G06F0012024600,710244000,2018-12-27,2019-02-12,2019-02-12,2009-06-12,2018-08-01,2030-06-09,2010-12-16,2010-12-16,"Bennett, Jon C. R."
US20100332846,A1,"Scalable indexing","Hewlett Packard Enterprise Development Lp",https://patentscout.innography.com/share/vbsjeLBUm9gtBsk7_r3BCw%3D%3D,G06F01208000,G06F0012105400,713189000,2010-12-30,2014-11-04,2010-12-30,2009-06-26,2010-06-25,2014-11-04,2010-12-29,2010-12-29,"Bowden, Paul|Beaverson, Arthur J"
CN102483754,A,"Scalable indexing in non-uniform access memory","Simplivt Corporation",https://patentscout.innography.com/share/lcj4T3LsoHYHJEsJRa6kBg%3D%3D,G06F01730000,G06F0012105400,707000000,2012-05-30,2015-03-11,2012-05-30,2009-06-26,2010-06-25,2015-03-11,2010-12-29,2010-12-29,"Paul, Bowden|Arthur, Beaverson"
US8880544,B2,"Method of adapting a uniform access indexing process to a non-uniform access memory, and computer system","Hewlett Packard Enterprise Development Lp",https://patentscout.innography.com/share/_FuxOBE_yvdioxY0OkPkDA%3D%3D,G06F01730000,G06F0012105400,707760000,2010-12-30,2014-11-04,2014-11-04,2009-06-26,2010-06-25,2031-10-06,2010-12-29,2010-12-29,"Bowden, Paul|Beaverson, Arthur J"
US20150039907,A1,"Method of adapting a uniform access indexing process to a non-uniform access memory, and computer system","Hewlett Packard Enterprise Development Lp",https://patentscout.innography.com/share/6w36w4LeP7bd0YQL_5BfCA%3D%3D,G06F01210000,G06F0012105400,713190000,2015-02-05,2019-01-08,2015-02-05,2009-06-26,2014-10-21,2019-01-08,2010-12-29,2010-12-29,"Bowden, Paul|Beaverson, Arthur J."
CN102483754,B,"Scalable indexing in non-uniform access memory","Simplivt Corporation",https://patentscout.innography.com/share/xOMvXOPtX-cxSOPbzfiGxw%3D%3D,G06F01730000,G06F0012105400,707000000,2012-05-30,2015-03-11,2015-03-11,2009-06-26,2010-06-25,2030-06-24,2010-12-29,2010-12-29,"Bowden, Paul|Beaverson, Arthur"
US10176113,B2,"Scalable indexing","Hewlett Packard Enterprise Development Lp",https://patentscout.innography.com/share/QcWCmhgph8FWwSMisjfydg%3D%3D,G06F01202000,G06F0012105400,707000000,2015-02-05,2019-01-08,2019-01-08,2009-06-26,2014-10-21,2031-10-27,2010-12-29,2010-12-29,"Bowden, Paul|Beaverson, Arthur J."
US10936196,B2,"Data convolution for geographically diverse storage","Emc Ip Holding Company LLC",https://patentscout.innography.com/share/un-VqrVB4lH1HFainxhdcA%3D%3D,G06F00306000,G06F0003067000,711004000,2019-12-19,2021-03-02,2021-03-02,2018-06-15,2018-06-15,2038-07-14,2019-12-19,2019-12-19,"Danilov, Mikhail|Zakharov, Kirill"
US11023130,B2,"Deleting data in a geographically diverse storage construct","Emc Ip Holding Company LLC",https://patentscout.innography.com/share/xs6FIXcyptZuJLqraHXfMw%3D%3D,G06F00306000,G06F0003060800,711004000,2019-12-19,2021-06-01,2021-06-01,2018-06-15,2018-06-15,2038-06-15,2019-12-19,2019-12-19,"Danilov, Mikhail|Elpaev, Alexander"
KR101638061,B1,"The flash memory system and its flash collecting method.","Samsung Electronics Co., Ltd.",https://patentscout.innography.com/share/Nzz0HhhI-DM-u_3eCqxu7A%3D%3D,G06F00944000,G06F0012024600,703020000,2011-05-04,2016-07-08,2016-07-08,2009-10-27,2010-05-04,2030-05-04,2011-04-28,2011-04-28,"Jung, Dawoon|Kwon, Moon Sang|Shin, Dong Jun"
US12346560,B2,"Storage device operating in zone unit and data processing system including the same","Samsung Electronics Co., Ltd.",https://patentscout.innography.com/share/07JH9KWqbDAcWdXkEgTXCg%3D%3D,G06F00306000,G06F0003060800,711004000,2023-05-18,2025-07-01,2025-07-01,2022-11-15,2022-11-15,2043-06-02,2023-05-16,2025-07-01,"Hwang, Jooyoung"
US12346561,B2,"Methods for handling input-output operations in zoned storage systems and devices thereof","Netapp, Inc.",https://patentscout.innography.com/share/ZJ2Eum4T_-4a-FxVOfPuFw%3D%3D,G06F00306000,G06F0003060800,711004000,2023-10-19,2025-07-01,2025-07-01,2023-06-28,2023-06-28,2040-04-24,2021-10-28,2025-07-01,"Singh, Rohit Shankar|Doucette, Douglas P.|Gole, Abhijeet Prakash|Deshpande, Prathamesh"
US12346569,B2,"Storage device, electronic device including storage device, and operating method of electronic device including storage device","Samsung Electronics Co., Ltd.",https://patentscout.innography.com/share/enyaJk_3sIXdzIVhpKBOSw%3D%3D,G06F00306000,G06F0003061600,711004000,2024-09-19,2025-07-01,2025-07-01,2023-11-09,2023-11-09,2043-11-09,2024-09-19,2025-07-01,"Hwang, Jooyoung|Choi, Hyun Jin"
US12346576,B2,"Memory systems and operation methods thereof","Yangtze Memory Technologies Co., Ltd.",https://patentscout.innography.com/share/61V0fuLP0W-_34Fsz6ZKaQ%3D%3D,G06F00306000,G06F0003061900,711004000,2025-05-29,2025-07-01,2025-07-01,2023-11-27,2023-11-27,2043-11-27,2025-05-29,2025-07-01,"Cheng, Bo|Lv, Xinkai"
US12346592,B2,"Write throughput improvement of flash memory device","Qualcomm Incorporated",https://patentscout.innography.com/share/9xHUdN2RgIDA5fGq94k0TA%3D%3D,G06F00306000,G06F0003064700,711004000,2025-03-27,2025-07-01,2025-07-01,2023-09-22,2023-09-22,2043-10-09,2025-03-27,2025-07-01,"Boenapalli, Madhu Yashwanth|Sreeram, Sai Praneeth|Paravada, Surendra"
US20110191522,A1,"Managing metadata and page replacement in a persistent cache in flash memory","Netapp, Inc.",https://patentscout.innography.com/share/DO90YeM871G2pk6RK_tMjQ%3D%3D,G06F01208000,G06F0012123000,711103000,2011-08-04,,2011-08-04,2010-02-02,2010-02-02,2015-11-15,2011-08-04,2011-08-04,"Condict, Michael N|Byan, Stephen M|Lentini, James F"
US20110197035,A1,"Data storage device, storing medium access method and storing medium thereof","Seagate Technology International",https://patentscout.innography.com/share/yhzrLUMd5-ErNnD-XNYdRA%3D%3D,G06F01210000,G06F0003061300,711154000,2011-08-11,2013-11-12,2011-08-11,2010-02-08,2011-02-08,2013-11-12,2011-08-11,2011-08-11,"Na, Se-wook|Ryu, In Sik"
US8583879,B2,"Data storage device, storing medium access method and storing medium thereof","Seagate Technology International",https://patentscout.innography.com/share/0OKe2DaIrrXBueokSScKNQ%3D%3D,G06F01210000,G06F0003061300,711154000,2011-08-11,2013-11-12,2013-11-12,2010-02-08,2011-02-08,2031-10-22,2011-08-11,2011-08-11,"Na, Se-wook|Ryu, In Sik"
US20110283046,A1,"Storage device","Hitachi, Ltd.",https://patentscout.innography.com/share/bBSl4X6AnOKtUA4NUJntcA%3D%3D,G06F01200000,G06F0012024600,711103000,2011-11-17,2013-03-05,2011-11-17,2010-04-12,2010-04-12,2013-03-05,2011-10-20,2011-10-20,"Koseki, Hideyuki"
US8392670,B2,"Performance management of access to flash memory in a storage device","Hitachi, Ltd.",https://patentscout.innography.com/share/MvMCWnAjt-qHn-pp_QADvg%3D%3D,G06F01202000,G06F0012024600,711154000,2011-11-17,2013-03-05,2013-03-05,2010-04-12,2010-04-12,2025-03-05,2011-10-20,2011-10-20,"Koseki, Hideyuki"
US20120005405,A1,"Pre-emptive garbage collection of memory blocks","Sandisk Technologies, Inc.",https://patentscout.innography.com/share/yQUVmAOcWo5ijheT4c_byQ%3D%3D,G06F01200000,G06F0012024600,711103000,2012-01-05,2014-01-07,2012-01-05,2010-06-30,2010-06-30,2014-01-07,2012-01-05,2012-01-05,"Wu, William|Traister, Shai|Huang, Jianmin|Hutchison, Neil David|Sprouse, Steven"
